127.0.0.1 - - [21/Dec/2025:20:30:03 +0700] "GET /wp-admin/update-core.php HTTP/1.1" 500 142627
127.0.0.1 - - [21/Dec/2025:20:30:16 +0700] "GET /wp-admin/admin.php?page=elementor HTTP/1.1" 500 142686
127.0.0.1 - - [21/Dec/2025:20:30:18 +0700] "GET /wp-admin/admin.php?page=elementor HTTP/1.1" 500 142686
127.0.0.1 - - [21/Dec/2025:20:30:17 +0700] "GET /wp-admin/admin.php?page=elementor HTTP/1.1" 500 142686
127.0.0.1 - - [21/Dec/2025:20:30:18 +0700] "GET /wp-admin/admin.php?page=elementor HTTP/1.1" 500 142686
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/wpforms-lite/assets/lib/font-awesome/font-awesome.min.css?ver=4.7.0 HTTP/1.1" 200 32404
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/latepoint/blocks/assets/css/editor-styles.css?ver=5.2.4 HTTP/1.1" 200 3910
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/latepoint/public/stylesheets/admin.css?ver=5.2.4 HTTP/1.1" 200 800355
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/advanced-custom-fields/assets/build/css/acf-global.min.css?ver=6.7.0 HTTP/1.1" 200 204853
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/elementor/assets/css/admin-top-bar.min.css?ver=3.33.6 HTTP/1.1" 200 3962
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9 HTTP/1.1" 200 4186
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17 HTTP/1.1" 200 11256
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 HTTP/1.1" 200 790
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/unlimited-elements-for-elementor/provider/freemius/assets/css/admin/common.css?ver=6.9 HTTP/1.1" 200 5075
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/unlimited-elements-for-elementor/provider/assets/provider_admin.css?ver=1.5.150 HTTP/1.1" 200 8420
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/happy-elementor-addons/assets/admin/css/admin.min.css?ver=3.20.1 HTTP/1.1" 200 29504
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/wp-optimize/css/wp-optimize-global-4-3-0.min.css?ver=4.3.0 HTTP/1.1" 200 2474
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/elementor-pro/assets/css/admin.min.css?ver=3.28.3 HTTP/1.1" 200 21452
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/piotnet-addons-for-elementor/assets/css/minify/pafe-admin.min.css?ver=1.3.0 HTTP/1.1" 200 4448
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.44.0 HTTP/1.1" 200 21256
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/elementor/assets/css/common.min.css?ver=3.33.6 HTTP/1.1" 200 25139
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/astra-sites/inc/lib/zip-ai/sidebar/build/sidebar-app.css?ver=2.0.6 HTTP/1.1" 200 39118
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/elementor/assets/css/theme-light.min.css?ver=3.33.6 HTTP/1.1" 200 2243
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/elementor/assets/css/admin.min.css?ver=3.33.6 HTTP/1.1" 200 135950
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-includes/js/thickbox/thickbox.css?ver=6.9 HTTP/1.1" 200 2649
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/wpforms-lite/assets/css/admin-bar.min.css?ver=1.9.8.1 HTTP/1.1" 200 1443
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-includes/js/dist/i18n.min.js?ver=c26c3dc7bed366793375 HTTP/1.1" 200 5314
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-includes/js/plupload/moxie.min.js?ver=1.3.5.1 HTTP/1.1" 200 87394
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/astra-sites/inc/lib/zipwp-images/dist/style-main.css?ver=1.0.19 HTTP/1.1" 200 32192
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-includes/js/plupload/plupload.min.js?ver=2.1.9 HTTP/1.1" 200 15605
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/latepoint/public/javascripts/vendor-admin.js?ver=5.2.4 HTTP/1.1" 200 1183163
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/latepoint/public/javascripts/admin.js?ver=5.2.4 HTTP/1.1" 200 145802
127.0.0.1 - - [21/Dec/2025:20:30:26 +0700] "GET /wp-content/plugins/piotnet-addons-for-elementor/assets/js/minify/pafe-admin.min.js?ver=1.2.0 HTTP/1.1" 200 999
127.0.0.1 - - [21/Dec/2025:20:30:18 +0700] "GET /wp-admin/admin.php?page=elementor HTTP/1.1" 200 251677
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.1" 200 1718
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-admin/js/common.min.js?ver=6.9 HTTP/1.1" 200 23676
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/admin-bar.min.js?ver=6.9 HTTP/1.1" 200 3487
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/header-footer-elementor/assets/css/style.css?ver=2.5.2 HTTP/1.1" 200 5014
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/header-footer-elementor/admin/assets/css/ehf-admin.css?ver=2.5.2 HTTP/1.1" 200 21525
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/a11y.min.js?ver=cb460b4676c94bd228ed HTTP/1.1" 200 2212
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/backbone.min.js?ver=1.6.0 HTTP/1.1" 200 24301
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/jquery/ui/draggable.min.js?ver=1.13.3 HTTP/1.1" 200 18420
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.3 HTTP/1.1" 200 21464
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/underscore.min.js?ver=1.13.7 HTTP/1.1" 200 18905
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-admin/js/svg-painter.js?ver=6.9 HTTP/1.1" 200 3280
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3 HTTP/1.1" 200 3428
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js?ver=1.0.4 HTTP/1.1" 200 3753
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js?ver=2.4.5.e1 HTTP/1.1" 200 45156
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/elementor/assets/js/common-modules.min.js?ver=3.33.6 HTTP/1.1" 200 156550
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0 HTTP/1.1" 200 11622
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/elementor/assets/js/web-cli.min.js?ver=3.33.6 HTTP/1.1" 200 170428
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/api-request.min.js?ver=6.9 HTTP/1.1" 200 1023
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/elementor/assets/js/app-loader.min.js?ver=3.33.6 HTTP/1.1" 200 90230
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/elementor/assets/js/dev-tools.min.js?ver=3.33.6 HTTP/1.1" 200 7577
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/elementor/assets/js/common.min.js?ver=3.33.6 HTTP/1.1" 200 495593
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/heartbeat.min.js?ver=6.9 HTTP/1.1" 200 5947
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/wp-auth-check.min.js?ver=6.9 HTTP/1.1" 200 1658
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1 HTTP/1.1" 200 10628
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/vendor/react-jsx-runtime.min.js?ver=18.3.1 HTTP/1.1" 200 900
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1.1 HTTP/1.1" 200 128946
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/dom.min.js?ver=26edef3be6483da3de2e HTTP/1.1" 200 12598
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/escape-html.min.js?ver=6561a406d2d232a6fbd2 HTTP/1.1" 200 1000
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/element.min.js?ver=6a582b0c827fa25df3dd HTTP/1.1" 200 12112
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/is-shallow-equal.min.js?ver=e0f9f1d78d83f5196979 HTTP/1.1" 200 1018
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/keycodes.min.js?ver=34c8fb5e7a594a1c8037 HTTP/1.1" 200 2568
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/deprecated.min.js?ver=e1f84915c5e8ae38964c HTTP/1.1" 200 684
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/priority-queue.min.js?ver=2d59d091223ee9a33838 HTTP/1.1" 200 3382
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/vendor/moment.min.js?ver=2.30.1 HTTP/1.1" 200 58812
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/html-entities.min.js?ver=e8b78b18a162491d5e5f HTTP/1.1" 200 792
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/date.min.js?ver=795a56839718d3ff7eae HTTP/1.1" 200 783699
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/private-apis.min.js?ver=4f465748bda624774139 HTTP/1.1" 200 2833
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/primitives.min.js?ver=0b5dcc337aa7cbf75570 HTTP/1.1" 200 1661
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/data.min.js?ver=f940198280891b0b6318 HTTP/1.1" 200 25446
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/compose.min.js?ver=7a9b375d8c19cf9d3d9b HTTP/1.1" 200 36634
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/redux-routine.min.js?ver=8bb92d45458b29590f53 HTTP/1.1" 200 8889
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/rich-text.min.js?ver=5bdbb44f3039529e3645 HTTP/1.1" 200 37297
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/warning.min.js?ver=d69bc18c456d01c11d5a HTTP/1.1" 200 303
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/commands.min.js?ver=cac8f4817ab7cea0ac49 HTTP/1.1" 200 49929
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/keyboard-shortcuts.min.js?ver=fbc45a34ce65c5723afa HTTP/1.1" 200 3056
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/components.min.js?ver=ad5cb4227f07a3d422ad HTTP/1.1" 200 805252
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/url.min.js?ver=9e178c9516d1222dc834 HTTP/1.1" 200 8531
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/blob.min.js?ver=9113eed771d446f4a556 HTTP/1.1" 200 1108
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/autop.min.js?ver=9fb50649848277dd318d HTTP/1.1" 200 5614
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/block-serialization-default-parser.min.js?ver=14d44daebf663d05d330 HTTP/1.1" 200 2400
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/api-fetch.min.js?ver=3a4d9af2b423048b0dee HTTP/1.1" 200 5799
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/preferences-persistence.min.js?ver=e954d3a4426d311f7d1a HTTP/1.1" 200 5457
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/blocks.min.js?ver=de131db49fa830bc97da HTTP/1.1" 200 176732
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/shortcode.min.js?ver=0b3174183b858f2df320 HTTP/1.1" 200 2898
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/notices.min.js?ver=f62fbf15dcc23301922f HTTP/1.1" 200 2078
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/preferences.min.js?ver=2ca086aed510c242a1ed HTTP/1.1" 200 7014
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/style-engine.min.js?ver=7c6fcedc37dadafb8a81 HTTP/1.1" 200 6059
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/token-list.min.js?ver=cfdf635a436c3953a965 HTTP/1.1" 200 1299
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/core-data.min.js?ver=15baadfe6e1374188072 HTTP/1.1" 200 70383
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/router.min.js?ver=2dfc4b954318a03e6a76 HTTP/1.1" 200 13763
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/core-commands.min.js?ver=effe2d88d7f0c50a8ce9 HTTP/1.1" 200 10639
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/dist/block-editor.min.js?ver=6ab992f915da9674d250 HTTP/1.1" 200 891629
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/astra-addon//assets/js/minified/purify.min.js?ver=4.11.9 HTTP/1.1" 200 22215
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-content/plugins/advanced-custom-fields/assets/build/js/acf-escaped-html-notice.min.js?ver=6.7.0 HTTP/1.1" 200 353
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/shortcode.min.js?ver=6.9 HTTP/1.1" 200 2643
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/wp-util.min.js?ver=6.9 HTTP/1.1" 200 1426
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/wp-backbone.min.js?ver=6.9 HTTP/1.1" 200 3039
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/plupload/wp-plupload.min.js?ver=6.9 HTTP/1.1" 200 6036
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/media-models.min.js?ver=6.9 HTTP/1.1" 200 13284
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3 HTTP/1.1" 200 25504
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17 HTTP/1.1" 200 158005
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.9 HTTP/1.1" 200 1191
127.0.0.1 - - [21/Dec/2025:20:30:30 +0700] "GET /wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.9 HTTP/1.1" 200 1107
